id_category;id_shop;id_lang;name;description;link_rewrite;meta_title;meta_keywords;meta_description;
"485";"1";"1";"CONTROL HEPÁTICO";"
Bienvenido a control hepático, estos medicamentos se especializan en aplicar una correcta función del hígado de tipo  metabólico y sintético de una gran variedad de  sustratos, medicamentos y otras sustancias que se asimilan por esta vía. Farmalisto tu droguería online, encontrarás medicamentos, productos de farmacia, salud y nutrición. Compra y haz tus pedidos fácilmente online, servicio a domicilio en Bogotá, Medellín, Cali, Barranquilla, Bucaramanga, Cúcuta, Ibagué, Pereira, Pasto y demás ciudades de Colombia, garantizamos el mejor precio.
Línea de atención y televentas gratuita Nacional: 01800 913 3830
Bogotá: 220 5249";"control-hepatico";"CONTROL HEPÁTICO - FARMALISTO";"farmacia,online,droguería,bogotá,colombia,a domicilio,barato,droga,medicina,medicamentos,compra online,hígado,hepatitis";"Encuentra gran variedad de marcas y medicamentos baratos en nuestra tienda Online. Entregamos en toda Colombia, garantizamos el mejor precio.";
"484";"1";"1";"CARDIOVASCULARES E HIPERTENSIÓN";"
Bienvenido a Cardiovasculares e Hipertensión, medicamentos para enfermedades crónicas caracterizadas por un incremento continuo de las cifras de la presión sanguínea en las arterias. Farmalisto tu droguería online, encontrarás medicamentos, productos de farmacia, salud y nutrición. Compra y haz tus pedidos fácilmente online, servicio a domicilio en Bogotá, Medellín, Cali, Barranquilla, Bucaramanga, Cúcuta, Ibagué, Pereira, Pasto y demás ciudades de Colombia, garantizamos el mejor precio.
Línea de atención y televentas gratuita Nacional: 01800 913 3830
Bogotá: 220 5249";"cardiovasculares-e-hipertension";"CARDIOVASCULARES E HIPERTENSIÓN - FARMALISTO";"farmacia,online,droguería,bogotá,colombia,a domicilio,barato,droga,medicina,medicamentos,compra online,tensión,corazón";"Encuentra gran variedad de marcas y medicamentos baratos en nuestra tienda Online. Entregamos en toda Colombia, garantizamos el mejor precio.";
"544";"1";"1";"BUCO-FARÍNGEO";"BUCO-FARÍNGEO";"buco-faringeo";"BUCO-FARÍNGEO";"";"BUCO-FARÍNGEO";
"545";"1";"1";"EXPECTORANTE";"EXPECTORANTE";"expectorante";"EXPECTORANTE";"";"EXPECTORANTE";
"546";"1";"1";"NASALES";"NASALES";"nasales";"NASALES";"";"NASALES";
"547";"1";"1";"TOS FIEBRE Y GRIPA CON FORMULA";"TOS, FIEBRE Y GRIPA CON FORMULA";"tos-fiebre-y-gripa-con-formula";"TOS, FIEBRE Y GRIPA CON FORMULA";"";"TOS, FIEBRE Y GRIPA CON FORMULA";
"548";"1";"1";"DIURÉTICOS";"DIURÉTICOS";"diureticos";"DIURÉTICOS";"";"DIURÉTICOS";
"549";"1";"1";"DOLOR URINARIO";"DOLOR URINARIO";"dolor-urinario";"DOLOR URINARIO";"";"DOLOR URINARIO";
"550";"1";"1";"INCONTINENCIA";"INCONTINENCIA";"incontinencia";"INCONTINENCIA";"";"INCONTINENCIA";
"551";"1";"1";"PROSTÁTICOS";"PROSTÁTICOS";"prostaticos";"PROSTÁTICOS";"";"PROSTÁTICOS";
"552";"1";"1";"TRATAMIENTO DE LA GOTA";"TRATAMIENTO DE LA GOTA";"tratamiento-de-la-gota";"TRATAMIENTO DE LA GOTA";"";"TRATAMIENTO DE LA GOTA";
"560";"1";"1";"BIBERONES";"BIBERONES";"biberones";"BIBERONES";"";"BIBERONES";
"561";"1";"1";"CHUPOS";"CHUPOS";"chupos";"CHUPOS";"";"CHUPOS";
"562";"1";"1";"EXTRACTOR DE LECHE";"EXTRACTOR DE LECHE";"extractor-de-leche";"EXTRACTOR DE LECHE";"";"EXTRACTOR DE LECHE";
"563";"1";"1";"PEZONERAS";"PEZONERAS";"pezoneras";"PEZONERAS";"";"PEZONERAS";
"564";"1";"1";"ACEITES PARA BEBÉ";"ACEITES PARA BEBÉ";"aceites-para-bebe";"ACEITES PARA BEBÉ";"";"ACEITES PARA BEBÉ";
"565";"1";"1";"COPITOS PARA BEBÉ";"COPITOS PARA BEBÉ";"copitos-para-bebe";"COPITOS PARA BEBÉ";"";"COPITOS PARA BEBÉ";
"566";"1";"1";"CREMAS Y LOCIONES PARA BEBÉ";"CREMAS Y LOCIONES PARA BEBÉ";"cremas-y-lociones-para-bebe";"CREMAS Y LOCIONES PARA BEBÉ";"";"CREMAS Y LOCIONES PARA BEBÉ";
"567";"1";"1";"JABONES PARA BEBÉ";"JABONES PARA BEBÉ";"jabones-para-bebe";"JABONES PARA BEBÉ";"";"JABONES PARA BEBÉ";
"568";"1";"1";"PAÑALES PARA BEBÉ";"PAÑALES PARA BEBÉ";"panales-para-bebe";"PAÑALES PARA BEBÉ";"";"PAÑALES PARA BEBÉ";
"569";"1";"1";"PAÑALITIS";"PAÑALITIS";"panalitis";"PAÑALITIS";"";"PAÑALITIS";
"482";"1";"1";"ANTIPALÚDICOS";"
Bienvenido a Antipalúdicos, medicamentos diseñados para prevenir o curar la malaria. Farmalisto tu droguería online, encontrarás medicamentos, productos de farmacia, salud y nutrición. Compra y haz tus pedidos fácilmente online, servicio a domicilio en Bogotá, Medellín, Cali, Barranquilla, Bucaramanga, Cúcuta, Ibagué, Pereira, Pasto y demás ciudades de Colombia, garantizamos el mejor precio.
Línea de atención y televentas gratuita Nacional: 01800 913 3830
Bogotá: 220 5249";"antipaludicos";"ANTIPALÚDICOS - FARMALISTO";"farmacia,online,droguería,bogotá,colombia,a domicilio,barato,droga,medicina,medicamentos,compra online,picazón,mosquito,malaria";"Encuentra gran variedad de marcas y medicamentos baratos en nuestra tienda Online. Entregamos en toda Colombia, garantizamos el mejor precio.";
"559";"1";"1";"LECHES";"
Bienvenido a Leche para el bebé, podrá encontrar productos como fórmulas infantiles y fortificadas. Compra y haz tus pedidos fácilmente online, servicio a domicilio en Bogotá, Medellín, Cali, Barranquilla, Bucaramanga, Cúcuta, Ibagué, Pereira, Pasto y demás ciudades de Colombia, garantizamos el mejor precio.
Línea de atención y televentas gratuita Nacional: 01800 913 3830
Bogotá: 220 5249";"leches";"LECHES INFANTILES";"farmacia,online,droguería,bogotá,colombia,a domicilio,barato,droga,medicina,medicamentos,compra online,recién nacidos";"Encuentra gran variedad de marcas y productos para bebés baratos en nuestra tienda Online. Entregamos en toda Colombia, garantizamos el mejor precio.";
"557";"1";"1";"CEREALES";"
Bienvenido a Cereales para el cuidado de tu bebé. Compra y haz tus pedidos fácilmente online, servicio a domicilio en Bogotá, Medellín, Cali, Barranquilla, Bucaramanga, Cúcuta, Ibagué, Pereira, Pasto y demás ciudades de Colombia, garantizamos el mejor precio.
Línea de atención y televentas gratuita Nacional: 01800 913 3830
Bogotá: 220 5249";"cereales";"CEREALES INFANTILES";"farmacia,online,droguería,bogotá,colombia,a domicilio,barato,droga,medicina,medicamentos,compra online,recién nacidos";"Encuentra gran variedad de marcas y productos para bebés baratos en nuestra tienda Online. Entregamos en toda Colombia, garantizamos el mejor precio.";
"558";"1";"1";"HIGIENE PARA EL BEBÉ";"
Bienvenido a Higiene para el bebé, podrá encontrar productos como aceites para bebé, copitos para bebé, cremas y lociones para bebé, jabones para bebé, pañales para bebé, pañalitis, pañitos para bebé, shampoo para bebé y talcos para bebé. Compra y haz tus pedidos fácilmente online, servicio a domicilio en Bogotá, Medellín, Cali, Barranquilla, Bucaramanga, Cúcuta, Ibagué, Pereira, Pasto y demás ciudades de Colombia, garantizamos el mejor precio.
Línea de atención y televentas gratuita Nacional: 01800 913 3830
Bogotá: 220 5249";"higiene-para-el-bebe";"HIGIENE PARA EL BEBÉ";"farmacia,online,droguería,bogotá,colombia,a domicilio,barato,droga,medicina,medicamentos,compra online,recién nacidos";"Encuentra gran variedad de marcas y productos para bebés baratos en nuestra tienda Online. Entregamos en toda Colombia, garantizamos el mejor precio.";
"497";"1";"1";"SISTEMA DIGESTIVO";"
Bienvenido a Sistema Digestivo, encontrará medicamentos como, antiflatulentos, antiácidos y úlceras, antidiarréicos, antiespasmódicos, antiparasitarios, enemas y supositorios, estreñimiento, flora intestinal, laxantes, náuseas y vómitos, pancreáticos, hemorroides, sueros e hidratación. Farmalisto tu droguería online, encontrarás medicamentos, productos de farmacia, salud y nutrición. Compra y haz tus pedidos fácilmente online, servicio a domicilio en Bogotá, Medellín, Cali, Barranquilla, Bucaramanga, Cúcuta, Ibagué, Pereira, Pasto y demás ciudades de Colombia, garantizamos el mejor precio.
Línea de atención y televentas gratuita Nacional: 01800 913 3830
Bogotá: 220 5249";"sistema-digestivo";"SISTEMA DIGESTIVO";"farmacia,online,droguería,bogotá,colombia,a domicilio,barato,droga,medicina,medicamentos,compra online,estómago,barriga,digestión";"Encuentra gran variedad de marcas y medicamentos baratos en nuestra tienda Online. Entregamos en toda Colombia, garantizamos el mejor precio.";
"570";"1";"1";"PAÑITOS PARA BEBÉ";"PAÑITOS PARA BEBÉ";"panitos-para-bebe";"PAÑITOS PARA BEBÉ";"";"PAÑITOS PARA BEBÉ";
"571";"1";"1";"SHAMPOO PARA BEBÉ";"SHAMPOO PARA BEBÉ";"shampoo-para-bebe";"SHAMPOO PARA BEBÉ";"";"SHAMPOO PARA BEBÉ";
"572";"1";"1";"TALCOS PARA BEBÉ";"TALCOS PARA BEBÉ";"talcos-para-bebe";"TALCOS PARA BEBÉ";"";"TALCOS PARA BEBÉ";
"573";"1";"1";"FÓRMULAS INFANTILES";"FÓRMULAS INFANTILES";"formulas-infantiles";"FÓRMULAS INFANTILES";"";"FÓRMULAS INFANTILES";
"574";"1";"1";"FORTIFICADAS";"FORTIFICADAS";"fortificadas";"FORTIFICADAS";"";"FORTIFICADAS";
"601";"1";"1";"CÓLICO MENSTRUAL OTC";"CÓLICO MENSTRUAL OTC";"colico-menstrual-otc";"CÓLICO MENSTRUAL OTC";"";"CÓLICO MENSTRUAL OTC";
"602";"1";"1";"DOLOR ABDOMINAL OTC";"DOLOR ABDOMINAL OTC";"dolor-abdominal-otc";"DOLOR ABDOMINAL OTC";"";"DOLOR ABDOMINAL OTC";
"603";"1";"1";"DOLOR DE CABEZA Y MIGRAÑA OTC";"DOLOR DE CABEZA Y MIGRAÑA OTC";"dolor-de-cabeza-y-migrana-otc";"DOLOR DE CABEZA Y MIGRAÑA OTC";"";"DOLOR DE CABEZA Y MIGRAÑA OTC";
"604";"1";"1";"DOLOR E INFLAMACIÓN MUSCULAR Y ARTICULAR OTC";"DOLOR E INFLAMACIÓN MUSCULAR Y ARTICULAR OTC";"dolor-e-inflamacion-muscular-y-articular-otc";"DOLOR E INFLAMACIÓN MUSCULAR Y ARTICULAR OTC";"";"DOLOR E INFLAMACIÓN MUSCULAR Y ARTICULAR OTC";
"605";"1";"1";"DOLOR GENERAL OTC";"DOLOR GENERAL OTC";"dolor-general-otc";"DOLOR GENERAL OTC";"";"DOLOR GENERAL OTC";
"606";"1";"1";"FIEBRE Y DOLOR OTC";"FIEBRE Y DOLOR OTC";"fiebre-y-dolor-otc";"FIEBRE Y DOLOR OTC";"";"FIEBRE Y DOLOR OTC";
"504";"1";"1";"TRATAMIENTO PARA HONGOS - ANTIMICÓTICOS";"
Bienvenido a tratamiento para hongos - antimicóticos. Compra y haz tus pedidos fácilmente online, servicio a domicilio en Bogotá, Medellín, Cali, Barranquilla, Bucaramanga, Cúcuta, Ibagué, Pereira, Pasto y demás ciudades de Colombia, garantizamos el mejor precio.
Línea de atención y televentas gratuita Nacional: 01800 913 3830
Bogotá: 220 5249";"tratamiento-para-hongos-antimicoticos";"TRATAMIENTO PARA HONGOS - ANTIMICÓTICOS";"farmacia,online,droguería,bogotá,colombia,a domicilio,barato,droga,medicina,medicamentos,compra online,hongos,infecciones,enfermedades";"Encuentra gran variedad de marcas y medicamentos baratos en nuestra tienda Online. Entregamos en toda Colombia, garantizamos el mejor precio.";
"577";"1";"1";"AMBIENTADORES Y DESINFECTANTES";"
Bienvenido a ambientadores y desinfectante, les mejores productos para tu hogar. Compra y haz tus pedidos fácilmente online, servicio a domicilio en Bogotá, Medellín, Cali, Barranquilla, Bucaramanga, Cúcuta, Ibagué, Pereira, Pasto y demás ciudades de Colombia, garantizamos el mejor precio.
Línea de atención y televentas gratuita Nacional: 01800 913 3830
Bogotá: 220 5249";"ambientadores-y-desinfectantes";"AMBIENTADORES Y DESINFECTANTES";"farmacia,online,droguería,bogotá,colombia,a domicilio,barato,droga,medicina,medicamentos,compra online,ambientadores, desinfectantes";"Encuentra gran variedad de marcas y productos para tu hogar en nuestra tienda Online. Entregamos en toda Colombia, garantizamos el mejor precio.";
"503";"1";"1";"TERAPIA CONTRA EL CÁNCER";"
Bienvenido a terapia contra el cáncer. Compra y haz tus pedidos fácilmente online, servicio a domicilio en Bogotá, Medellín, Cali, Barranquilla, Bucaramanga, Cúcuta, Ibagué, Pereira, Pasto y demás ciudades de Colombia, garantizamos el mejor precio.
Línea de atención y televentas gratuita Nacional: 01800 913 3830
Bogotá: 220 5249";"terapia-contra-el-cancer";"TERAPIA CONTRA EL CÁNCER";"farmacia,online,droguería,bogotá,colombia,a domicilio,barato,droga,medicina,medicamentos,compra online,cáncer,terapia";"Encuentra gran variedad de marcas y medicamentos baratos en nuestra tienda Online. Entregamos en toda Colombia, garantizamos el mejor precio.";
"502";"1";"1";"SISTEMA URINARIO";"
Bienvenido a Sistema urinario, también encontrará medicamentos para pacientes con incontinencia, prostáticos, diuréticos, dolor urinario, tratamiento de la gota. Compra y haz tus pedidos fácilmente online, servicio a domicilio en Bogotá, Medellín, Cali, Barranquilla, Bucaramanga, Cúcuta, Ibagué, Pereira, Pasto y demás ciudades de Colombia, garantizamos el mejor precio.
Línea de atención y televentas gratuita Nacional: 01800 913 3830
Bogotá: 220 5249";"sistema-urinario";"SISTEMA URINARIO";"farmacia,online,droguería,bogotá,colombia,a domicilio,barato,droga,medicina,medicamentos,compra online,pene,vagina,urinario,orinar,incontinencia,pañales,próstata";"Encuentra gran variedad de marcas y medicamentos baratos en nuestra tienda Online. Entregamos en toda Colombia, garantizamos el mejor precio.";
"501";"1";"1";"SISTEMA RESPIRATORIO";"
Bienvenido a Sistema respiratorio, también encontrará medicamentos para pacientes con bronquitis, antiasmáticos, buco-faríngeo, expectorantes, nasales, tos, fiebre y gripa con fórmula. Compra y haz tus pedidos fácilmente online, servicio a domicilio en Bogotá, Medellín, Cali, Barranquilla, Bucaramanga, Cúcuta, Ibagué, Pereira, Pasto y demás ciudades de Colombia, garantizamos el mejor precio.
Línea de atención y televentas gratuita Nacional: 01800 913 3830
Bogotá: 220 5249";"sistema-respiratorio";"SISTEMA RESPIRATORIO";"farmacia,online,droguería,bogotá,colombia,a domicilio,barato,droga,medicina,medicamentos,compra online,asma,bronquios,faringe,nariz,peste,invierno";"Encuentra gran variedad de marcas y medicamentos baratos en nuestra tienda Online. Entregamos en toda Colombia, garantizamos el mejor precio.";
"607";"1";"1";"ANTICONCEPCIÓN OTC";"ANTICONCEPCIÓN OTC";"anticoncepcion-otc";"ANTICONCEPCIÓN OTC";"";"ANTICONCEPCIÓN OTC";
"608";"1";"1";"FLUJO VAGINAL OTC";"FLUJO VAGINAL OTC";"flujo-vaginal-otc";"FLUJO VAGINAL OTC";"";"FLUJO VAGINAL OTC";
"609";"1";"1";"CÓLICO MENSTRUAL NATURAL OTC";"CÓLICO MENSTRUAL NATURAL OTC";"colico-menstrual-natural-otc";"CÓLICO MENSTRUAL NATURAL OTC";"";"CÓLICO MENSTRUAL NATURAL OTC";
"610";"1";"1";"DIURÉTICOS NATURALES OTC";"DIURÉTICOS NATURALES OTC";"diureticos-naturales-otc";"DIURÉTICOS NATURALES OTC";"";"DIURÉTICOS NATURALES OTC";
"611";"1";"1";"ESTIMULANTE DEL APETITO OTC";"ESTIMULANTE DEL APETITO OTC";"estimulante-del-apetito-otc";"ESTIMULANTE DEL APETITO OTC";"";"ESTIMULANTE DEL APETITO OTC";
"612";"1";"1";"ESTRENIMIENTO NATURALES OTC";"ESTREÑIMIENTO NATURALES OTC";"estrenimiento-naturales-otc";"ESTREÑIMIENTO NATURALES OTC";"";"ESTREÑIMIENTO NATURALES OTC";
"613";"1";"1";"INDUCTORES DE SUEÑO ANÍMICOS RELAJANTES";"INDUCTORES DE SUEÑO, ANÍMICOS, RELAJANTES";"inductores-de-sueno-animicos-relajantes";"INDUCTORES DE SUEÑO, ANÍMICOS, RELAJANTES";"";"INDUCTORES DE SUEÑO, ANÍMICOS, RELAJANTES";
"614";"1";"1";"MENOPAUSIA NATURALES OTC";"MENOPAUSIA NATURALES OTC";"menopausia-naturales-otc";"MENOPAUSIA NATURALES OTC";"";"MENOPAUSIA NATURALES OTC";
"615";"1";"1";"FÓRMULAS NUTRICIONALES OTC";"FÓRMULAS NUTRICIONALES OTC";"formulas-nutricionales-otc";"FÓRMULAS NUTRICIONALES OTC";"";"FÓRMULAS NUTRICIONALES OTC";
"616";"1";"1";"VITAMINAS MULTIVITAMÍNICOS SUPLEMENTOS Y ÁCIDOS GRASOS OTC";"VITAMINAS, MULTIVITAMÍNICOS, SUPLEMENTOS Y ÁCIDOS GRASOS OTC";"vitaminas-multivitaminicos-suplementos-y-acidos-grasos-otc";"VITAMINAS, MULTIVITAMÍNICOS, SUPLEMENTOS Y ÁCIDOS GRASOS OTC";"";"VITAMINAS, MULTIVITAMÍNICOS, SUPLEMENTOS Y ÁCIDOS GRASOS OTC";
"496";"1";"1";"SISTEMA CIRCULATORIO";"
Bienvenido a Sistema Circulatorio, encontrará medicamentos para la anemia, antiplaqueteros, anticoagulantes, neurológicos y para várices. Farmalisto tu droguería online, encontrarás medicamentos, productos de farmacia, salud y nutrición. Compra y haz tus pedidos fácilmente online, servicio a domicilio en Bogotá, Medellín, Cali, Barranquilla, Bucaramanga, Cúcuta, Ibagué, Pereira, Pasto y demás ciudades de Colombia, garantizamos el mejor precio.
Línea de atención y televentas gratuita Nacional: 01800 913 3830
Bogotá: 220 5249";"sistema-circulatorio";"SISTEMA CIRCULATORIO";"farmacia,online,droguería,bogotá,colombia,a domicilio,barato,droga,medicina,medicamentos,compra online,sangre,venas,varices";"Encuentra gran variedad de marcas y medicamentos baratos en nuestra tienda Online. Entregamos en toda Colombia, garantizamos el mejor precio.";
"495";"1";"1";"SEDANTES";"
Bienvenido a Sedantes, encontrará medicamentos de uso local y sistémico. Farmalisto tu droguería online, encontrarás medicamentos, productos de farmacia, salud y nutrición. Compra y haz tus pedidos fácilmente online, servicio a domicilio en Bogotá, Medellín, Cali, Barranquilla, Bucaramanga, Cúcuta, Ibagué, Pereira, Pasto y demás ciudades de Colombia, garantizamos el mejor precio.
Línea de atención y televentas gratuita Nacional: 01800 913 3830
Bogotá: 220 5249";"sedantes";"SEDANTES";"farmacia,online,droguería,bogotá,colombia,a domicilio,barato,droga,medicina,medicamentos,compra online,cabeza,hipnosis,dormir,sedar";"Encuentra gran variedad de marcas y medicamentos baratos en nuestra tienda Online. Entregamos en toda Colombia, garantizamos el mejor precio.";
"578";"1";"1";"ANTISÉPTICOS Y DESINFECTANTES";"
Bienvenido a ambientadores y desinfectante, les mejores productos para tu hogar. Compra y haz tus pedidos fácilmente online, servicio a domicilio en Bogotá, Medellín, Cali, Barranquilla, Bucaramanga, Cúcuta, Ibagué, Pereira, Pasto y demás ciudades de Colombia, garantizamos el mejor precio.
Línea de atención y televentas gratuita Nacional: 01800 913 3830
Bogotá: 220 5249";"antisepticos-y-desinfectantes";"ANTISÉPTICOS Y DESINFECTANTES";"farmacia,online,droguería,bogotá,colombia,a domicilio,barato,droga,medicina,medicamentos,compra online";"Encuentra gran variedad de marcas y productos para tu hogar en nuestra tienda Online. Entregamos en toda Colombia, garantizamos el mejor precio.";
"579";"1";"1";"BETÚN";"
Bienvenido a betún, los mejores productos para mantener tus zapatos brillantes,  como nuevos. Compra y haz tus pedidos fácilmente online, servicio a domicilio en Bogotá, Medellín, Cali, Barranquilla, Bucaramanga, Cúcuta, Ibagué, Pereira, Pasto y demás ciudades de Colombia, garantizamos el mejor precio.
Línea de atención y televentas gratuita Nacional: 01800 913 3830
Bogotá: 220 5249";"betun";"BETÚN";"farmacia,online,droguería,bogotá,colombia,a domicilio,barato,droga,medicina,medicamentos,compra online";"Encuentra gran variedad de marcas y productos para tu hogar en nuestra tienda Online. Entregamos en toda Colombia, garantizamos el mejor precio.";
"580";"1";"1";"BOLSAS DE AGUA CALIENTE";"
Bienvenido a bolsas de agua caliente, los mejores productos para mantener tus extremidades calientes. Compra y haz tus pedidos fácilmente online, servicio a domicilio en Bogotá, Medellín, Cali, Barranquilla, Bucaramanga, Cúcuta, Ibagué, Pereira, Pasto y demás ciudades de Colombia, garantizamos el mejor precio.
Línea de atención y televentas gratuita Nacional: 01800 913 3830
Bogotá: 220 5249";"bolsas-de-agua-caliente";"BOLSAS DE AGUA CALIENTE";"farmacia,online,droguería,bogotá,colombia,a domicilio,barato,droga,medicina,medicamentos,compra online";"Encuentra gran variedad de marcas y productos para tu hogar en nuestra tienda Online. Entregamos en toda Colombia, garantizamos el mejor precio.";
"617";"1";"1";"CAÍDA DEL CABELLO OTC";"CAÍDA DEL CABELLO OTC";"caida-del-cabello-otc";"CAÍDA DEL CABELLO OTC";"";"CAÍDA DEL CABELLO OTC";
"618";"1";"1";"CUIDADOS DE LA PIEL OTC";"CUIDADOS DE LA PIEL OTC";"cuidados-de-la-piel-otc";"CUIDADOS DE LA PIEL OTC";"";"CUIDADOS DE LA PIEL OTC";
